BINOMIAL,CITATION,CLASS,ORDER,FAMILY,GENUS,TSN,IUCN_ID,COMMON,IUCN_STATUS
Polyplectron chalcurum,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Polyplectron,,22679361,"Bronze-tailed Peacock-pheasant, Bronze-tailed Peacock-Pheasant",LC
Polyplectron inopinatum,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Polyplectron,,22679365,"Mountain Peacock-pheasant, Rothschild's Peacock-pheasant, Mountain Peacock-Pheasant",VU
Polyplectron germaini,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Polyplectron,,22679372,"Germain's Peacock-pheasant, Germain's Peacock-Pheasant",NT
Polyplectron malacense,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Polyplectron,,22679385,"Malay Peacock-pheasant, Crested Peacock-pheasant, Malayan Peacock-Pheasant",VU
Polyplectron schleiermacheri,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Polyplectron,,22679393,"Bornean Peacock-pheasant, Bornean Peacock-Pheasant",EN
Polyplectron napoleonis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Polyplectron,,22679398,"Palawan Peacock-pheasant, Palawan Peacock-Pheasant, Napoleon's Peacock-pheasant",VU
Polyplectron katsumatae,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Polyplectron,,22734897,Hainan Peacock-pheasant,EN
Polyplectron bicalcaratum,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Polyplectron,,22736199,"Grey Peacock-pheasant, Grey Peacock-Pheasant",LC
Pternistis castaneicollis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,175969,22728231,Chestnut-naped Francolin,LC
Pternistis hartlaubi,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,,22678799,Hartlaub's Francolin,LC
Pternistis bicalcaratus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,,22678803,Double-spurred Francolin,LC
Pternistis clappertoni,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,,22678807,Clapperton's Francolin,LC
Pternistis icterorhynchus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,,22678811,Heuglin's Francolin,LC
Pternistis harwoodi,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,,22678815,Harwood's Francolin,VU
Pternistis adspersus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,,22678819,Red-billed Francolin,LC
Pternistis capensis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,,22678823,Cape Francolin,LC
Pternistis hildebrandti,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,,22678827,Hildebrandt's Francolin,LC
Pternistis natalensis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,,22678831,Natal Francolin,LC
Pternistis ahantensis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,,22678835,Ahanta Francolin,LC
Pternistis squamatus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,,22678839,Scaly Francolin,LC
Pternistis griseostriatus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,,22678843,Grey-striped Francolin,LC
Pternistis leucoscepus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,,22678847,Yellow-necked Francolin,LC
Pternistis rufopictus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,,22678851,Grey-breasted Francolin,LC
Pternistis afer,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,,22678855,"Red-necked Francolin, Red-necked Francolin",LC
Pternistis swainsonii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,,22678860,"Swainson's Francolin, Swainson's Francolin",LC
Pternistis erckelii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,,22678865,Erckel's Francolin,LC
Pternistis ochropectus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,,22678869,"Djibouti Francolin, Tadjoura Francolin, Pale-bellied Francolin, Ochre-breasted Francolin",CR
Pternistis nobilis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,,22678883,Handsome Francolin,LC
Pternistis jacksoni,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,,22678887,Jackson's Francolin,LC
Pternistis camerunensis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,,22678891,"Mount Cameroon Francolin, Cameroon Francolin",EN
Pternistis swierstrai,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,,22678896,Swierstra's Francolin,EN
Pternistis castaneicollis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,,22728231,Chestnut-naped Francolin,LC
Pternistis atrifrons,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,,22728235,Black-fronted Francolin,LC
Ptilopachus nahani,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Ptilopachus,175986,22678795,Nahan's Francolin,EN
Ptilopachus petrosus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Ptilopachus,176048,22679110,Stone Partridge,LC
Pucrasia macrolopha,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pucrasia,176091,22679179,Koklass Pheasant,LC
Pucrasia macrolopha,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pucrasia,,22679179,Koklass Pheasant,LC
Rheinardia ocellata,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Rheinardia,176109,22679412,Crested Argus,NT
Rheinardia ocellata,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Rheinardia,,22679412,"Crested Argus, Ocellated Pheasant",NT
Rhizothera longirostris,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Rhizothera,176003,22728238,Long-billed Partridge,NT
Rhizothera longirostris,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Rhizothera,,22728238,Long-billed Partridge,NT
Rhizothera dulitensis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Rhizothera,,22728242,Dulit Partridge,VU
Rollulus rouloul,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Rollulus,553878,22679106,Crested Partridge,NT
Rollulus rouloul,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Rollulus,,22679106,Crested Partridge,NT
Scleroptila psilolaema,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Scleroptila,175993,22727339,Moorland Francolin,NT
Scleroptila streptophora,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Scleroptila,,22678756,Ring-necked Francolin,NT
Scleroptila finschi,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Scleroptila,,22678760,Finsch's Francolin,LC
Scleroptila afra,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Scleroptila,,22678764,"Grey-winged Francolin, Grey-wing Francolin",LC
Scleroptila levaillantii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Scleroptila,,22678769,Red-winged Francolin,LC
Scleroptila gutturalis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Scleroptila,,22678790,"Orange River Francolin, Orangeriver Francolin",LC
Scleroptila psilolaema,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Scleroptila,,22727339,Moorland Francolin,NT
Scleroptila elgonensis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Scleroptila,,22727349,Elgon Francolin,NT
Scleroptila whytei,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Scleroptila,,22728215,Whyte's Francolin,LC
Scleroptila shelleyi,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Scleroptila,,22728223,Shelley's Francolin,LC
Synoicus ypsilophorus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Synoicus,553873,22678965,Brown Quail,LC
Synoicus chinensis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Synoicus,176009,22678979,Blue Quail,LC
Synoicus ypsilophorus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Synoicus,,22678965,Brown Quail,LC
Synoicus adansonii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Synoicus,,22678971,"African Blue Quail, Blue Quail",LC
Synoicus chinensis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Synoicus,,22678979,"Asian Blue Quail, Blue Quail, Blue-breasted Quail, King Quail",LC
Syrmaticus ellioti,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Syrmaticus,176093,22679325,Elliot's Pheasant,NT
Syrmaticus humiae,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Syrmaticus,176094,22679330,Hume's Pheasant,NT
Syrmaticus mikado,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Syrmaticus,176095,22679336,Mikado Pheasant,NT
Syrmaticus soemmerringii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Syrmaticus,176097,22679340,Copper Pheasant,NT
Syrmaticus reevesii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Syrmaticus,553887,22679346,Reeves's Pheasant,VU
Syrmaticus ellioti,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Syrmaticus,,22679325,"Elliot's Pheasant, Chinese Barred-backed Pheasant",NT
Syrmaticus humiae,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Syrmaticus,,22679330,"Mrs Hume's Pheasant, Mrs. Hume's Pheasant, Hume's Bar-tailed Pheasant",NT
Syrmaticus mikado,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Syrmaticus,,22679336,Mikado Pheasant,NT
Syrmaticus soemmerringii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Syrmaticus,,22679340,Copper Pheasant,NT
Syrmaticus reevesii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Syrmaticus,,22679346,Reeves's Pheasant,VU
Tetrao urogallus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tetrao,553893,22679487,Western Capercaillie,LC
Tetrao urogalloides,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tetrao,553894,22679491,Black-billed Capercaillie,LC
Tetrao urogallus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tetrao,,22679487,"Western Capercaillie, Capercaillie",LC
Tetrao urogalloides,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tetrao,,22679491,Black-billed Capercaillie,LC
Tetraogallus caucasicus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tetraogallus,553829,22678661,Caucasian Snowcock,LC
Tetraogallus caspius,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tetraogallus,175951,22678664,Caspian Snowcock,LC
Tetraogallus tibetanus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tetraogallus,175954,22678667,Tibetan Snowcock,LC
Tetraogallus altaicus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tetraogallus,175950,22678670,Altai Snowcock,LC
Tetraogallus himalayensis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tetraogallus,175953,22678673,Himalayan Snowcock,LC
Tetraogallus caucasicus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tetraogallus,,22678661,Caucasian Snowcock,LC
Tetraogallus caspius,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tetraogallus,,22678664,Caspian Snowcock,LC
Tetraogallus tibetanus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tetraogallus,,22678667,Tibetan Snowcock,LC
Tetraogallus altaicus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tetraogallus,,22678670,Altai Snowcock,LC
Tetraogallus himalayensis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tetraogallus,,22678673,Himalayan Snowcock,LC
Tetraophasis obscurus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tetraophasis,175956,22678676,Chestnut-throated Partridge,LC
Tetraophasis szechenyii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tetraophasis,175957,22678680,Buff-throated Partridge,LC
Tetraophasis obscurus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tetraophasis,,22678676,"Chestnut-throated Partridge, Verreaux's Monal-Partridge",LC
Tetraophasis szechenyii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tetraophasis,,22678680,"Buff-throated Partridge, Szechenyi's Monal-Partridge",LC
Tragopan melanocephalus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tragopan,176063,22679147,Western Tragopan,VU
Tragopan satyra,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tragopan,176064,22679157,Satyr Tragopan,NT
Tragopan blythii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tragopan,176061,22679163,Blyth's Tragopan,VU
Tragopan temminckii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tragopan,176065,22679169,Temminck's Tragopan,LC
Tragopan caboti,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tragopan,176062,22679172,Cabot's Tragopan,VU
Tragopan melanocephalus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tragopan,,22679147,"Western Tragopan, Black-headed Tragopan, Western Horned-pheasant",VU
Tragopan satyra,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tragopan,,22679157,"Satyr Tragopan, Crimson Horned-pheasant, Indian Tragopan",NT
Tragopan blythii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tragopan,,22679163,"Blyth's Tragopan, Grey-bellied Tragopan",VU
Tragopan temminckii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tragopan,,22679169,Temminck's Tragopan,LC
Tragopan caboti,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tragopan,,22679172,"Cabot's Tragopan, Yellow-billed Tragopan",VU
Tympanuchus phasianellus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tympanuchus,175841,22679511,Sharp-tailed Grouse,LC
Tympanuchus cupido,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tympanuchus,175834,22679514,Greater Prairie-chicken,VU
Tympanuchus pallidicinctus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tympanuchus,175838,22679519,Lesser Prairie-chicken,VU
Tympanuchus phasianellus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tympanuchus,,22679511,Sharp-tailed Grouse,LC
Tympanuchus cupido,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tympanuchus,,22679514,"Greater Prairie-chicken, Greater Prairie Chicken, Greater Prairie-Chicken",VU
Tympanuchus pallidicinctus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Tympanuchus,,22679519,"Lesser Prairie-chicken, Lesser Prairie-Chicken, Lesser Prairie Chicken",VU
Xenoperdix udzungwensis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Xenoperdix,553877,22678901,Udzungwa Forest-partridge,EN
Xenoperdix udzungwensis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Xenoperdix,,22678901,"Udzungwa Forest-partridge, Uzungwa Francolin, Udzungwa Forest Partridge",EN
Aramus guarauna,Birdlife International 2011,AVES,GRUIFORMES,ARAMIDAE,Aramus,,22692174,Limpkin,LC
Anthropoides virgo,Birdlife International 2011,AVES,GRUIFORMES,GRUIDAE,Anthropoides,,22692081,Demoiselle Crane,LC
Anthropoides paradiseus,Birdlife International 2011,AVES,GRUIFORMES,GRUIDAE,Anthropoides,,22692109,"Blue Crane, Stanley Crane",VU
Antigone antigone,Birdlife International 2011,AVES,GRUIFORMES,GRUIDAE,Antigone,,22692064,Sarus Crane,VU
Antigone rubicunda,Birdlife International 2011,AVES,GRUIFORMES,GRUIDAE,Antigone,,22692067,Brolga,LC
Antigone vipio,Birdlife International 2011,AVES,GRUIFORMES,GRUIDAE,Antigone,,22692073,"White-naped Crane, White-necked Crane",VU
Antigone canadensis,Birdlife International 2011,AVES,GRUIFORMES,GRUIDAE,Antigone,,22692078,Sandhill Crane,LC
Balearica pavonina,Birdlife International 2011,AVES,GRUIFORMES,GRUIDAE,Balearica,,22692039,"Black Crowned-crane, Black Crowned-Crane, Black Crowned Crane, Northern Crowned Crane",VU
Balearica regulorum,Birdlife International 2011,AVES,GRUIFORMES,GRUIDAE,Balearica,,22692046,"Grey Crowned-crane, Grey Crowned-Crane, Grey Crowned Crane, Southern Crowned Crane",EN
Bugeranus carunculatus,Birdlife International 2011,AVES,GRUIFORMES,GRUIDAE,Bugeranus,,22692129,Wattled Crane,VU
Grus grus,Birdlife International 2011,AVES,GRUIFORMES,GRUIDAE,Grus,,22692146,"Common Crane, Crane",LC
Grus monacha,Birdlife International 2011,AVES,GRUIFORMES,GRUIDAE,Grus,,22692151,Hooded Crane,VU
Grus americana,Birdlife International 2011,AVES,GRUIFORMES,GRUIDAE,Grus,,22692156,Whooping Crane,EN
Grus nigricollis,Birdlife International 2011,AVES,GRUIFORMES,GRUIDAE,Grus,,22692162,"Black-necked Crane, Tibetan Crane",VU
Grus japonensis,Birdlife International 2011,AVES,GRUIFORMES,GRUIDAE,Grus,,22692167,"Red-crowned Crane, Japanese Crane, Manchurian Crane",EN
Leucogeranus leucogeranus,Birdlife International 2011,AVES,GRUIFORMES,GRUIDAE,Leucogeranus,,22692053,"Siberian Crane, Siberian White Crane, Snow Crane",CR
Heliopais personatus,Birdlife International 2011,AVES,GRUIFORMES,HELIORNITHIDAE,Heliopais,,22692181,"Masked Finfoot, Asian Finfoot",EN
Heliornis fulica,Birdlife International 2011,AVES,GRUIFORMES,HELIORNITHIDAE,Heliornis,,22692192,Sungrebe,LC
Podica senegalensis,Birdlife International 2011,AVES,GRUIFORMES,HELIORNITHIDAE,Podica,,22692177,African Finfoot,LC
Psophia leucoptera,Birdlife International 2011,AVES,GRUIFORMES,PSOPHIIDAE,Psophia,,22692199,White-winged Trumpeter,NT
Psophia dextralis,Birdlife International 2011,AVES,GRUIFORMES,PSOPHIIDAE,Psophia,,45470698,Olive-winged Trumpeter,EN
Psophia obscura,Birdlife International 2011,AVES,GRUIFORMES,PSOPHIIDAE,Psophia,,45470702,Black-winged Trumpeter,CR
Psophia viridis,Birdlife International 2011,AVES,GRUIFORMES,PSOPHIIDAE,Psophia,,45470705,Green-winged Trumpeter,VU
Psophia crepitans,Birdlife International 2011,AVES,GRUIFORMES,PSOPHIIDAE,Psophia,,45478181,Grey-winged Trumpeter,NT
Psophia ochroptera,Birdlife International 2011,AVES,GRUIFORMES,PSOPHIIDAE,Psophia,,45478209,Ochre-winged Trumpeter,LC
Amaurolimnas concolor,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Amaurolimnas,,22692601,Uniform Crake,LC
Amaurornis olivacea,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Amaurornis,,22692616,"Philippine Bush-hen, Plain Bush-hen",LC
Amaurornis isabellina,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Amaurornis,,22692624,"Isabelline Bush-hen, Isabelline Bush-hen",LC
Amaurornis moluccana,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Amaurornis,,22692632,"Pale-vented Bush-hen, Pale-vented Bush-hen",LC
Amaurornis phoenicurus,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Amaurornis,,22692640,White-breasted Waterhen,LC
Amaurornis cinerea,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Amaurornis,,22692723,White-browed Crake,LC
Amaurornis marginalis,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Amaurornis,,22692729,Striped Crake,LC
Amaurornis magnirostris,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Amaurornis,,22732147,Talaud Bush-hen,VU
Aphanapteryx bonasia,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Aphanapteryx,,22728884,Red Rail,EX
Aramides mangle,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Aramides,,22692560,"Little Wood-rail, Little Wood Rail, Little Wood-Rail",LC
Aramides axillaris,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Aramides,,22692565,"Rufous-necked Wood-rail, Rufous-necked Wood Rail, Rufous-necked Wood-Rail",LC
Aramides cajaneus,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Aramides,,22692570,"Grey-necked Wood-rail, Grey-necked Wood Rail, Gray-necked Wood-Rail, Grey-necked Wood-Rail",LC
Aramides wolfi,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Aramides,,22692581,"Brown Wood-rail, Brown Wood Rail, Brown Wood-Rail",VU
Aramides ypecaha,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Aramides,,22692586,"Giant Wood-rail, Giant Wood Rail, Giant Wood-Rail",LC
Aramides saracura,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Aramides,,22692591,"Slaty-breasted Wood-rail, Slaty-breasted Wood Rail, Slaty-breasted Wood-Rail",LC
Aramides calopterus,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Aramides,,22692596,"Red-winged Wood-rail, Red-winged Wood Rail, Red-winged Wood-Rail",LC
Aramidopsis plateni,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Aramidopsis,,22692552,"Snoring Rail, Platen's Rail",VU
Atlantisia rogersi,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Atlantisia,,22692556,"Inaccessible Rail, Inaccessible Island Rail",VU
Atlantisia podarces,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Atlantisia,,22728754,St Helena Crake,EX
Cabalus modestus,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Cabalus,,22728873,"Chatham Rail, Chatham Islands Rail, Chatham Island Rail",EX
Canirallus oculeus,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Canirallus,,22692260,Grey-throated Rail,LC
Coturnicops exquisitus,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Coturnicops,,22692270,"Swinhoe's Rail, Siberian Crake, Asian Yellow Rail",VU
Coturnicops noveboracensis,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Coturnicops,,22692275,Yellow Rail,LC
Coturnicops notatus,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Coturnicops,,22692278,"Speckled Rail, Speckled Crake",LC
Crex egregia,Birdlife International 2011,AVES,GRUIFORMES,RALLIDAE,Crex,,22692539,African Crake,LC
